지역,연도,사업체수
대전광역시,201901,59585
대전광역시,201902,58886.75
대전광역시,201903,58188.5
대전광역시,201904,57490.25
대전광역시,201905,56792
대전광역시,201906,56093.75
대전광역시,201907,55395.5
대전광역시,201908,54697.25
대전광역시,201909,53999
대전광역시,201910,53300.75
대전광역시,201911,52602.5
대전광역시,201912,51904.25
대전광역시,202001,51206
대전광역시,202002,51277.83333
대전광역시,202003,51349.66667
대전광역시,202004,51421.5
대전광역시,202005,51493.33333
대전광역시,202006,51565.16667
대전광역시,202007,51637
대전광역시,202008,51708.83333
대전광역시,202009,51780.66667
대전광역시,202010,51852.5
대전광역시,202011,51924.33333
대전광역시,202012,51996.16667
대전광역시,202101,52068
대전광역시,202102,52387.83333
대전광역시,202103,52707.66667
대전광역시,202104,53027.5
대전광역시,202105,53347.33333
대전광역시,202106,53667.16667
대전광역시,202107,53987
대전광역시,202108,54306.83333
대전광역시,202109,54626.66667
대전광역시,202110,54946.5
대전광역시,202111,55266.33333
대전광역시,202112,55586.16667
대전광역시,202201,55906
대전광역시,202202,58712.44094
대전광역시,202203,58810.67774
대전광역시,202204,58908.91453
대전광역시,202205,59007.15133
대전광역시,202206,59105.38813
대전광역시,202207,59203.62493
대전광역시,202208,59301.86172
대전광역시,202209,59400.09852
대전광역시,202210,59498.33532
대전광역시,202211,59596.57212
대전광역시,202212,59694.80891
대전광역시,202301,59793.04571
대전광역시,202302,59891.28251
대전광역시,202303,59989.51931
대전광역시,202304,60087.75611
대전광역시,202305,60185.9929
대전광역시,202306,60284.2297
대전광역시,202307,60382.4665
대전광역시,202308,60480.7033
대전광역시,202309,60578.94009
대전광역시,202310,60677.17689
대전광역시,202311,60775.41369
대전광역시,202312,60873.65049
대전광역시,202401,60971.88728
대전광역시,202402,61070.12408
울산광역시,200802,29356
울산광역시,200803,29396
울산광역시,200804,29436
울산광역시,200805,29476
울산광역시,200806,29516
울산광역시,200807,29556
울산광역시,200808,29596
울산광역시,200809,29636
울산광역시,200810,29676
울산광역시,200811,29716
울산광역시,200812,29756
울산광역시,200901,29796
울산광역시,200902,29864.83333
울산광역시,200903,29933.66667
울산광역시,200904,30002.5
울산광역시,200905,30071.33333
울산광역시,200906,30140.16667
울산광역시,200907,30209
울산광역시,200908,30277.83333
울산광역시,200909,30346.66667
울산광역시,200910,30415.5
울산광역시,200911,30484.33333
울산광역시,200912,30553.16667
울산광역시,201001,30622
울산광역시,201002,30747.41667
울산광역시,201003,30872.83333
울산광역시,201004,30998.25
울산광역시,201005,31123.66667
울산광역시,201006,31249.08333
울산광역시,201007,31374.5
울산광역시,201008,31499.91667
울산광역시,201009,31625.33333
울산광역시,201010,31750.75
울산광역시,201011,31876.16667
울산광역시,201012,32001.58333
울산광역시,201101,32127
울산광역시,201102,32237.08333
울산광역시,201103,32347.16667
울산광역시,201104,32457.25
울산광역시,201105,32567.33333
울산광역시,201106,32677.41667
울산광역시,201107,32787.5
울산광역시,201108,32897.58333
울산광역시,201109,33007.66667
울산광역시,201110,33117.75
울산광역시,201111,33227.83333
울산광역시,201112,33337.91667
울산광역시,201201,33448
울산광역시,201202,33614
울산광역시,201203,33780
울산광역시,201204,33946
울산광역시,201205,34112
울산광역시,201206,34278
울산광역시,201207,34444
울산광역시,201208,34610
울산광역시,201209,34776
울산광역시,201210,34942
울산광역시,201211,35108
울산광역시,201212,35274
울산광역시,201301,35440
울산광역시,201302,35578.41667
울산광역시,201303,35716.83333
울산광역시,201304,35855.25
울산광역시,201305,35993.66667
울산광역시,201306,36132.08333
울산광역시,201307,36270.5
울산광역시,201308,36408.91667
울산광역시,201309,36547.33333
울산광역시,201310,36685.75
울산광역시,201311,36824.16667
울산광역시,201312,36962.58333
울산광역시,201401,37101
울산광역시,201402,37178.5
울산광역시,201403,37256
울산광역시,201404,37333.5
울산광역시,201405,37411
울산광역시,201406,37488.5
울산광역시,201407,37566
울산광역시,201408,37643.5
울산광역시,201409,37721
울산광역시,201410,37798.5
울산광역시,201411,37876
울산광역시,201412,37953.5
울산광역시,201501,38031
울산광역시,201502,38171.75
울산광역시,201503,38312.5
울산광역시,201504,38453.25
울산광역시,201505,38594
울산광역시,201506,38734.75
울산광역시,201507,38875.5
울산광역시,201508,39016.25
울산광역시,201509,39157
울산광역시,201510,39297.75
울산광역시,201511,39438.5
울산광역시,201512,39579.25
울산광역시,201601,39720
울산광역시,201602,39734.66667
울산광역시,201603,39749.33333
울산광역시,201604,39764
울산광역시,201605,39778.66667
울산광역시,201606,39793.33333
울산광역시,201607,39808
울산광역시,201608,39822.66667
울산광역시,201609,39837.33333
울산광역시,201610,39852
울산광역시,201611,39866.66667
울산광역시,201612,39881.33333
울산광역시,201701,39896
울산광역시,201702,39896.33333
울산광역시,201703,39896.66667
울산광역시,201704,39897
울산광역시,201705,39897.33333
울산광역시,201706,39897.66667
울산광역시,201707,39898
울산광역시,201708,39898.33333
울산광역시,201709,39898.66667
울산광역시,201710,39899
울산광역시,201711,39899.33333
울산광역시,201712,39899.66667
울산광역시,201801,39900
울산광역시,201802,40087.75
울산광역시,201803,40275.5
울산광역시,201804,40463.25
울산광역시,201805,40651
울산광역시,201806,40838.75
울산광역시,201807,41026.5
울산광역시,201808,41214.25
울산광역시,201809,41402
울산광역시,201810,41589.75
울산광역시,201811,41777.5
울산광역시,201812,41965.25
울산광역시,201901,42153
울산광역시,201902,41533.58333
울산광역시,201903,40914.16667
울산광역시,201904,40294.75
울산광역시,201905,39675.33333
울산광역시,201906,39055.91667
울산광역시,201907,38436.5
울산광역시,201908,37817.08333
울산광역시,201909,37197.66667
울산광역시,201910,36578.25
울산광역시,201911,35958.83333
울산광역시,201912,35339.41667
울산광역시,202001,34720
울산광역시,202002,34822.25
울산광역시,202003,34924.5
울산광역시,202004,35026.75
울산광역시,202005,35129
울산광역시,202006,35231.25
울산광역시,202007,35333.5
울산광역시,202008,35435.75
울산광역시,202009,35538
울산광역시,202010,35640.25
울산광역시,202011,35742.5
울산광역시,202012,35844.75
울산광역시,202101,35947
울산광역시,202102,36105.08333
울산광역시,202103,36263.16667
울산광역시,202104,36421.25
울산광역시,202105,36579.33333
울산광역시,202106,36737.41667
울산광역시,202107,36895.5
울산광역시,202108,37053.58333
울산광역시,202109,37211.66667
울산광역시,202110,37369.75
울산광역시,202111,37527.83333
울산광역시,202112,37685.91667
울산광역시,202201,37844
울산광역시,202202,40704.36841
울산광역시,202203,40761.02506
울산광역시,202204,40817.68172
울산광역시,202205,40874.33837
울산광역시,202206,40930.99503
울산광역시,202207,40987.65169
울산광역시,202208,41044.30834
울산광역시,202209,41100.965
울산광역시,202210,41157.62166
울산광역시,202211,41214.27831
울산광역시,202212,41270.93497
울산광역시,202301,41327.59162
울산광역시,202302,41384.24828
울산광역시,202303,41440.90494
울산광역시,202304,41497.56159
울산광역시,202305,41554.21825
울산광역시,202306,41610.87491
울산광역시,202307,41667.53156
울산광역시,202308,41724.18822
울산광역시,202309,41780.84487
울산광역시,202310,41837.50153
울산광역시,202311,41894.15819
울산광역시,202312,41950.81484
울산광역시,202401,42007.4715
울산광역시,202402,42064.12816
세종특별자치시,201209,3358.333333
세종특별자치시,201210,3404.75
세종특별자치시,201211,3451.166667
세종특별자치시,201212,3497.583333
세종특별자치시,201301,3544
세종특별자치시,201302,3644.416667
세종특별자치시,201303,3744.833333
세종특별자치시,201304,3845.25
세종특별자치시,201305,3945.666667
세종특별자치시,201306,4046.083333
세종특별자치시,201307,4146.5
세종특별자치시,201308,4246.916667
세종특별자치시,201309,4347.333333
세종특별자치시,201310,4447.75
세종특별자치시,201311,4548.166667
세종특별자치시,201312,4648.583333
세종특별자치시,201401,4749
세종특별자치시,201402,4815.416667
세종특별자치시,201403,4881.833333
세종특별자치시,201404,4948.25
세종특별자치시,201405,5014.666667
세종특별자치시,201406,5081.083333
세종특별자치시,201407,5147.5
세종특별자치시,201408,5213.916667
세종특별자치시,201409,5280.333333
세종특별자치시,201410,5346.75
세종특별자치시,201411,5413.166667
세종특별자치시,201412,5479.583333
세종특별자치시,201501,5546
세종특별자치시,201502,5615.166667
세종특별자치시,201503,5684.333333
세종특별자치시,201504,5753.5
세종특별자치시,201505,5822.666667
세종특별자치시,201506,5891.833333
세종특별자치시,201507,5961
세종특별자치시,201508,6030.166667
세종특별자치시,201509,6099.333333
세종특별자치시,201510,6168.5
세종특별자치시,201511,6237.666667
세종특별자치시,201512,6306.833333
세종특별자치시,201601,6376
세종특별자치시,201602,6483.666667
세종특별자치시,201603,6591.333333
세종특별자치시,201604,6699
세종특별자치시,201605,6806.666667
세종특별자치시,201606,6914.333333
세종특별자치시,201607,7022
세종특별자치시,201608,7129.666667
세종특별자치시,201609,7237.333333
세종특별자치시,201610,7345
세종특별자치시,201611,7452.666667
세종특별자치시,201612,7560.333333
세종특별자치시,201701,7668
세종특별자치시,201702,7771.083333
세종특별자치시,201703,7874.166667
세종특별자치시,201704,7977.25
세종특별자치시,201705,8080.333333
세종특별자치시,201706,8183.416667
세종특별자치시,201707,8286.5
세종특별자치시,201708,8389.583333
세종특별자치시,201709,8492.666667
세종특별자치시,201710,8595.75
세종특별자치시,201711,8698.833333
세종특별자치시,201712,8801.916667
세종특별자치시,201801,8905
세종특별자치시,201802,9020.583333
세종특별자치시,201803,9136.166667
세종특별자치시,201804,9251.75
세종특별자치시,201805,9367.333333
세종특별자치시,201806,9482.916667
세종특별자치시,201807,9598.5
세종특별자치시,201808,9714.083333
세종특별자치시,201809,9829.666667
세종특별자치시,201810,9945.25
세종특별자치시,201811,10060.83333
세종특별자치시,201812,10176.41667
세종특별자치시,201901,10292
세종특별자치시,201902,10228.16667
세종특별자치시,201903,10164.33333
세종특별자치시,201904,10100.5
세종특별자치시,201905,10036.66667
세종특별자치시,201906,9972.833333
세종특별자치시,201907,9909
세종특별자치시,201908,9845.166667
세종특별자치시,201909,9781.333333
세종특별자치시,201910,9717.5
세종특별자치시,201911,9653.666667
세종특별자치시,201912,9589.833333
세종특별자치시,202001,9526
세종특별자치시,202002,9676.083333
세종특별자치시,202003,9826.166667
세종특별자치시,202004,9976.25
세종특별자치시,202005,10126.33333
세종특별자치시,202006,10276.41667
세종특별자치시,202007,10426.5
세종특별자치시,202008,10576.58333
세종특별자치시,202009,10726.66667
세종특별자치시,202010,10876.75
세종특별자치시,202011,11026.83333
세종특별자치시,202012,11176.91667
세종특별자치시,202101,11327
세종특별자치시,202102,11425.75
세종특별자치시,202103,11524.5
세종특별자치시,202104,11623.25
세종특별자치시,202105,11722
세종특별자치시,202106,11820.75
세종특별자치시,202107,11919.5
세종특별자치시,202108,12018.25
세종특별자치시,202109,12117
세종특별자치시,202110,12215.75
세종특별자치시,202111,12314.5
세종특별자치시,202112,12413.25
세종특별자치시,202201,12512
세종특별자치시,202202,12445.29807
세종특별자치시,202203,12525.34384
세종특별자치시,202204,12605.38962
세종특별자치시,202205,12685.4354
세종특별자치시,202206,12765.48117
세종특별자치시,202207,12845.52695
세종특별자치시,202208,12925.57273
세종특별자치시,202209,13005.6185
세종특별자치시,202210,13085.66428
세종특별자치시,202211,13165.71006
세종특별자치시,202212,13245.75583
세종특별자치시,202301,13325.80161
세종특별자치시,202302,13405.84739
세종특별자치시,202303,13485.89316
세종특별자치시,202304,13565.93894
세종특별자치시,202305,13645.98472
세종특별자치시,202306,13726.0305
세종특별자치시,202307,13806.07627
세종특별자치시,202308,13886.12205
세종특별자치시,202309,13966.16783
세종특별자치시,202310,14046.2136
세종특별자치시,202311,14126.25938
세종특별자치시,202312,14206.30516
세종특별자치시,202401,14286.35093
세종특별자치시,202402,14366.39671
경기도,200802,333578.8333
경기도,200803,334467.6667
경기도,200804,335356.5
경기도,200805,336245.3333
경기도,200806,337134.1667
경기도,200807,338023
경기도,200808,338911.8333
경기도,200809,339800.6667
경기도,200810,340689.5
경기도,200811,341578.3333
경기도,200812,342467.1667
경기도,200901,343356
경기도,200902,343809.6667
경기도,200903,344263.3333
경기도,200904,344717
경기도,200905,345170.6667
경기도,200906,345624.3333
경기도,200907,346078
경기도,200908,346531.6667
경기도,200909,346985.3333
경기도,200910,347439
경기도,200911,347892.6667
경기도,200912,348346.3333
경기도,201001,348800
경기도,201002,350968.25
경기도,201003,353136.5
경기도,201004,355304.75
경기도,201005,357473
경기도,201006,359641.25
경기도,201007,361809.5
경기도,201008,363977.75
경기도,201009,366146
경기도,201010,368314.25
경기도,201011,370482.5
경기도,201012,372650.75
경기도,201101,374819
경기도,201102,376417.75
경기도,201103,378016.5
경기도,201104,379615.25
경기도,201105,381214
경기도,201106,382812.75
경기도,201107,384411.5
경기도,201108,386010.25
경기도,201109,387609
경기도,201110,389207.75
경기도,201111,390806.5
경기도,201112,392405.25
경기도,201201,394004
경기도,201202,395680.75
경기도,201203,397357.5
경기도,201204,399034.25
경기도,201205,400711
경기도,201206,402387.75
경기도,201207,404064.5
경기도,201208,405741.25
경기도,201209,407418
경기도,201210,409094.75
경기도,201211,410771.5
경기도,201212,412448.25
경기도,201301,414125
경기도,201302,416570.5833
경기도,201303,419016.1667
경기도,201304,421461.75
경기도,201305,423907.3333
경기도,201306,426352.9167
경기도,201307,428798.5
경기도,201308,431244.0833
경기도,201309,433689.6667
경기도,201310,436135.25
경기도,201311,438580.8333
경기도,201312,441026.4167
경기도,201401,443472
경기도,201402,443770.75
경기도,201403,444069.5
경기도,201404,444368.25
경기도,201405,444667
경기도,201406,444965.75
경기도,201407,445264.5
경기도,201408,445563.25
경기도,201409,445862
경기도,201410,446160.75
경기도,201411,446459.5
경기도,201412,446758.25
경기도,201501,447057
경기도,201502,448855.6667
경기도,201503,450654.3333
경기도,201504,452453
경기도,201505,454251.6667
경기도,201506,456050.3333
경기도,201507,457849
경기도,201508,459647.6667
경기도,201509,461446.3333
경기도,201510,463245
경기도,201511,465043.6667
경기도,201512,466842.3333
경기도,201601,468641
경기도,201602,470593.0833
경기도,201603,472545.1667
경기도,201604,474497.25
경기도,201605,476449.3333
경기도,201606,478401.4167
경기도,201607,480353.5
경기도,201608,482305.5833
경기도,201609,484257.6667
경기도,201610,486209.75
경기도,201611,488161.8333
경기도,201612,490113.9167
경기도,201701,492066
경기도,201702,493005.3333
경기도,201703,493944.6667
경기도,201704,494884
경기도,201705,495823.3333
경기도,201706,496762.6667
경기도,201707,497702
경기도,201708,498641.3333
경기도,201709,499580.6667
경기도,201710,500520
경기도,201711,501459.3333
경기도,201712,502398.6667
경기도,201801,503338
경기도,201802,505596.3333
경기도,201803,507854.6667
경기도,201804,510113
경기도,201805,512371.3333
경기도,201806,514629.6667
경기도,201807,516888
경기도,201808,519146.3333
경기도,201809,521404.6667
경기도,201810,523663
경기도,201811,525921.3333
경기도,201812,528179.6667
경기도,201901,530438
경기도,201902,525325.8333
경기도,201903,520213.6667
경기도,201904,515101.5
경기도,201905,509989.3333
경기도,201906,504877.1667
경기도,201907,499765
경기도,201908,494652.8333
경기도,201909,489540.6667
경기도,201910,484428.5
경기도,201911,479316.3333
경기도,201912,474204.1667
경기도,202001,469092
경기도,202002,473500.25
경기도,202003,477908.5
경기도,202004,482316.75
경기도,202005,486725
경기도,202006,491133.25
경기도,202007,495541.5
경기도,202008,499949.75
경기도,202009,504358
경기도,202010,508766.25
경기도,202011,513174.5
경기도,202012,517582.75
경기도,202101,521991
경기도,202102,524426.4167
경기도,202103,526861.8333
경기도,202104,529297.25
경기도,202105,531732.6667
경기도,202106,534168.0833
경기도,202107,536603.5
경기도,202108,539038.9167
경기도,202109,541474.3333
경기도,202110,543909.75
경기도,202111,546345.1667
경기도,202112,548780.5833
경기도,202201,551216
경기도,202202,551814.454
경기도,202203,553101.9816
경기도,202204,554389.5091
경기도,202205,555677.0367
경기도,202206,556964.5643
경기도,202207,558252.0918
경기도,202208,559539.6194
경기도,202209,560827.147
경기도,202210,562114.6745
경기도,202211,563402.2021
경기도,202212,564689.7296
경기도,202301,565977.2572
경기도,202302,567264.7848
경기도,202303,568552.3123
경기도,202304,569839.8399
경기도,202305,571127.3675
경기도,202306,572414.895
경기도,202307,573702.4226
경기도,202308,574989.9501
경기도,202309,576277.4777
경기도,202310,577565.0053
경기도,202311,578852.5328
경기도,202312,580140.0604
경기도,202401,581427.588
경기도,202402,582715.1155
강원도,200802,45093.5
강원도,200803,45150
강원도,200804,45206.5
강원도,200805,45263
강원도,200806,45319.5
강원도,200807,45376
강원도,200808,45432.5
강원도,200809,45489
강원도,200810,45545.5
강원도,200811,45602
강원도,200812,45658.5
강원도,200901,45715
강원도,200902,45735.25
강원도,200903,45755.5
강원도,200904,45775.75
강원도,200905,45796
강원도,200906,45816.25
강원도,200907,45836.5
강원도,200908,45856.75
강원도,200909,45877
강원도,200910,45897.25
강원도,200911,45917.5
강원도,200912,45937.75
강원도,201001,45958
강원도,201002,46066
강원도,201003,46174
강원도,201004,46282
강원도,201005,46390
강원도,201006,46498
강원도,201007,46606
강원도,201008,46714
강원도,201009,46822
강원도,201010,46930
강원도,201011,47038
강원도,201012,47146
강원도,201101,47254
강원도,201102,47484.41667
강원도,201103,47714.83333
강원도,201104,47945.25
강원도,201105,48175.66667
강원도,201106,48406.08333
강원도,201107,48636.5
강원도,201108,48866.91667
강원도,201109,49097.33333
강원도,201110,49327.75
강원도,201111,49558.16667
강원도,201112,49788.58333
강원도,201201,50019
강원도,201202,50264
강원도,201203,50509
강원도,201204,50754
강원도,201205,50999
강원도,201206,51244
강원도,201207,51489
강원도,201208,51734
강원도,201209,51979
강원도,201210,52224
강원도,201211,52469
강원도,201212,52714
강원도,201301,52959
강원도,201302,53147.83333
강원도,201303,53336.66667
강원도,201304,53525.5
강원도,201305,53714.33333
강원도,201306,53903.16667
강원도,201307,54092
강원도,201308,54280.83333
강원도,201309,54469.66667
강원도,201310,54658.5
강원도,201311,54847.33333
강원도,201312,55036.16667
강원도,201401,55225
강원도,201402,55245.16667
강원도,201403,55265.33333
강원도,201404,55285.5
강원도,201405,55305.66667
강원도,201406,55325.83333
강원도,201407,55346
강원도,201408,55366.16667
강원도,201409,55386.33333
강원도,201410,55406.5
강원도,201411,55426.66667
강원도,201412,55446.83333
강원도,201501,55467
강원도,201502,55600.5
강원도,201503,55734
강원도,201504,55867.5
강원도,201505,56001
강원도,201506,56134.5
강원도,201507,56268
강원도,201508,56401.5
강원도,201509,56535
강원도,201510,56668.5
강원도,201511,56802
강원도,201512,56935.5
강원도,201601,57069
강원도,201602,57294.16667
강원도,201603,57519.33333
강원도,201604,57744.5
강원도,201605,57969.66667
강원도,201606,58194.83333
강원도,201607,58420
강원도,201608,58645.16667
강원도,201609,58870.33333
강원도,201610,59095.5
강원도,201611,59320.66667
강원도,201612,59545.83333
강원도,201701,59771
강원도,201702,59884
강원도,201703,59997
강원도,201704,60110
강원도,201705,60223
강원도,201706,60336
강원도,201707,60449
강원도,201708,60562
강원도,201709,60675
강원도,201710,60788
강원도,201711,60901
강원도,201712,61014
강원도,201801,61127
강원도,201802,61508.16667
강원도,201803,61889.33333
강원도,201804,62270.5
강원도,201805,62651.66667
강원도,201806,63032.83333
강원도,201807,63414
강원도,201808,63795.16667
강원도,201809,64176.33333
강원도,201810,64557.5
강원도,201811,64938.66667
강원도,201812,65319.83333
강원도,201901,65701
강원도,201902,64962.66667
강원도,201903,64224.33333
강원도,201904,63486
강원도,201905,62747.66667
강원도,201906,62009.33333
강원도,201907,61271
강원도,201908,60532.66667
강원도,201909,59794.33333
강원도,201910,59056
강원도,201911,58317.66667
강원도,201912,57579.33333
강원도,202001,56841
강원도,202002,57014.83333
강원도,202003,57188.66667
강원도,202004,57362.5
강원도,202005,57536.33333
강원도,202006,57710.16667
강원도,202007,57884
강원도,202008,58057.83333
강원도,202009,58231.66667
강원도,202010,58405.5
강원도,202011,58579.33333
강원도,202012,58753.16667
강원도,202101,58927
강원도,202102,59221.33333
강원도,202103,59515.66667
강원도,202104,59810
강원도,202105,60104.33333
강원도,202106,60398.66667
강원도,202107,60693
강원도,202108,60987.33333
강원도,202109,61281.66667
강원도,202110,61576
강원도,202111,61870.33333
강원도,202112,62164.66667
강원도,202201,62459
강원도,202202,64413.39015
강원도,202203,64527.74395
강원도,202204,64642.09775
강원도,202205,64756.45155
강원도,202206,64870.80535
강원도,202207,64985.15915
강원도,202208,65099.51295
강원도,202209,65213.86675
강원도,202210,65328.22055
강원도,202211,65442.57435
강원도,202212,65556.92815
